,x,y,year,topic,category,authors
256,1.9050812,6.5554857,2025,Motivating sustainable behaviour in the workplace through control,Social and Environmental Accounting & Ethical Issues in Accounting,"Leanne Johnstone, Peter Beusch"
257,1.3107747,4.8466105,2025,Accounting for a contemporary workplace: The employer and employee discourses and the Self,Social and Environmental Accounting & Ethical Issues in Accounting,"Galina Goncharenko, Sami Adwan, Siwen Liu"
258,2.9510531,8.890141,2025,Exploring Drivers and Barriers to Sustainability Practices in SMEs Across European Contexts,Social and Environmental Accounting & Ethical Issues in Accounting,Souad Moufty
259,5.0033946,8.760182,2025,The Relevance of Climate Risk Disclosure: Evidence from Europe,Social and Environmental Accounting & Ethical Issues in Accounting,"Bjarne Brié, Kristof Stouthuysen, Tim Verdonck"
260,4.7194257,2.841533,2025,How do institutional pressures and business incentives affect the level of implementation of corporate compliance systems?,Financial Reporting,"Sara Rodríguez-Gómez, María Lourdes Arco-Castro, Isabel María García Sánchez, MaríaVictoria López-Pérez"
261,4.189183,8.09552,2025,How Governmentality Shapes Risk Management Practices: A case study from a listed Energy-Sector Company,Social and Environmental Accounting & Ethical Issues in Accounting,"Edoardo Borlatto, Edoardo Crocco, Francesca Culasso, Elisa Truant"
262,6.003474,8.256368,2025,Corporate Disclosures and Real Responses to Geopolitical Risk: Evidence from the War in Ukraine,Social and Environmental Accounting & Ethical Issues in Accounting,David Park
263,4.580394,9.510862,2025,The Impact of European Firms’ Emissions Reduction Effectiveness on Financial Constraints: Evidence from the Quintuple Helix Model Perspective,Social and Environmental Accounting & Ethical Issues in Accounting,"Emma García-Meca, Jennifer Martinez Ferrero, Carmelo Reverte"
264,4.8780136,6.9528127,2025,Characteristics of Firms that declaration of supporting TCFD,Social and Environmental Accounting & Ethical Issues in Accounting,"Chao Hsin Huang, Te-Kuan Lee, Tse-Cheng Lin"
265,4.7543116,9.822312,2025,Carbon Management Accounting based on Material Flow Cost Accounting,Social and Environmental Accounting & Ethical Issues in Accounting,"Benedikt Rohde, Stefan Dierkes"
266,3.491275,7.5951715,2025,Do markets punish corporate bad behaviour? Evidence from ESG Controversies and Firm Performance in Africa,Social and Environmental Accounting & Ethical Issues in Accounting,Olatundun Adelegan
267,5.5117607,7.8367453,2025,Science-Based Targets: Symbol or Substance? Financial Implications for Adopting Firms,Social and Environmental Accounting & Ethical Issues in Accounting,"Jan-Hendrik Meier, Tetiana Paientko"
268,4.782463,8.586573,2025,Pricing firms’ biodiversity risk exposure: Empirical evidence from audit fees,Social and Environmental Accounting & Ethical Issues in Accounting,"Tobias Steindl, Stephan Küster, Sven Hartlieb"
269,5.5082855,2.478267,2025,Audit Committees Characteristics and ESG Disclosure Transparency,Auditing,"Dina El Mahdy, Kimberly Walker"
270,5.453655,2.143466,2025,Does ESG Performance Affect Audit Fees?,Auditing,Martin (Myung Sub) Kim
271,4.0349264,8.803865,2025,Navigating Complexity: A New Conceptual Model for Environmental Accountability in Dynamic Conflict Arenas,Social and Environmental Accounting & Ethical Issues in Accounting,"Riccardo Torelli, Marcello Cosa"
272,3.04456,7.543433,2025,Do ESG ratings construct paradoxical realities?,Financial Reporting,"Stefan Schaper, Irene Pollach"
273,2.924464,8.863089,2025,Professional service firms and sustainability professionals: on the construction of ’Best Practices’ for Sustainability,Social and Environmental Accounting & Ethical Issues in Accounting,Xiaoyu (Aurora) Xu
274,2.9374573,7.150891,2025,The Impact of ESG Performance on the Executive-to-Employee Pay Gap: The Moderating Role of Labor Union Density and Labor Dispute Pressure,Financial Reporting,Rui Wang
275,3.2707915,8.907077,2025,Fifty Years of Corporate Sustainability in Accounting Research: A Systematic Literature Review Using Machine Learning Techniques,Social and Environmental Accounting & Ethical Issues in Accounting,"Arianna Pisciella, Bianca Minuth"
276,3.5037718,7.4085884,2025,Do higher ESG self-disclosures by the target company help to enhance deal outcomes in business combinations?,Financial Reporting,Kang Cheng
277,5.5766315,7.908439,2025,Investors’ Preferences in Qualitative Characteristics of Sustainability Disclosures: A Discrete Choice Experiment and an Analysis of Willingness-to-Pay,Social and Environmental Accounting & Ethical Issues in Accounting,"Maria Gabriela Misiuda, Maik Lachmann"
278,4.337432,9.029149,2025,The impact of environmental awareness on environmental reporting quality and environmental performance,Social and Environmental Accounting & Ethical Issues in Accounting,"Katharina-Maria Wagner, Christoph Pelger"
279,4.934326,8.636342,2025,Climate (De)Commitment: Evidence from the Science Based Targets Initiative,Social and Environmental Accounting & Ethical Issues in Accounting,"Nouha Wasli, Andrea Melis, Thomas Kaspereit"
280,3.8413036,6.4259405,2025,Accountability in Impact Investments: How beneficiaries are heard during the investment process?,Social and Environmental Accounting & Ethical Issues in Accounting,"Johanna Lähteenmäki, Jukka Pellinen, Toni Mättö"
281,5.10609,4.4247184,2025,Corporate Life Cycle and its Impact on Textual Characteristics in CSR Disclosure—Evidence from Europe,Social and Environmental Accounting & Ethical Issues in Accounting,Aaron Kasischke
282,3.9553592,8.168822,2025,Uncovering greenwashing through textual analysis of sustainability disclosures,Social and Environmental Accounting & Ethical Issues in Accounting,"Agne Sneideriene, Renata Legenzova"
283,4.8622026,9.915993,2025,Nonfinancial target setting: a study on the determinants of carbon emission reduction targets,Social and Environmental Accounting & Ethical Issues in Accounting,"Nicola DallaVia, Paolo Perego"
284,3.6988707,7.70868,2025,Does the Market React to Greenwashing? The Impact of Alignment Between ESG Disclosure and ESG Performance on Capital Markets,Financial Analysis,"Kevin Gauch, Kevin Mcmeeking, Carol Pomare"
285,4.913185,8.653682,2025,Strategic Climate Metrics: Prioritising Key Factors for Enhanced Decision-Making,Financial Reporting,"Jose Luis BlascoVazquez, Elena Carrión"
286,3.3065612,9.299739,2025,The materiality assessment in sustainability reporting: A structured literature review,Social and Environmental Accounting & Ethical Issues in Accounting,"Cristina Florio, Riccardo Stacchezzini, Matilde D’onofrio, Alessandro Lai, Francesca Rossignoli"
287,3.1495185,7.380346,2025,ESG-Based Compensation and Corporate Social Risk: The Mediating Effect of Corporate Social Performance,Social and Environmental Accounting & Ethical Issues in Accounting,"Simona Fiandrino, Silvia Panfilo, Cristina Florio"
288,5.255021,6.2147355,2025,Does High-Speed Home Internet Improve Access to Credit? Evidence from a Google Fiber Rollout,Social and Environmental Accounting & Ethical Issues in Accounting,"Francisco Dimas Pena Romera, RogerWhite"
289,4.706217,9.654187,2025,Does Zombification Influence Corporate Carbon Performance?,Social and Environmental Accounting & Ethical Issues in Accounting,"Sadok El Ghoul, Spyridon Gkikopoulos, Omrane Guedhami, Konstantinos Stathopoulos"
290,3.56139,7.509093,2025,Disclosure Regulation and ESG Transparency,Social and Environmental Accounting & Ethical Issues in Accounting,"Charlotte-Louisa Donau, Maximilian A. Müller"
291,3.183797,4.5802073,2025,Donations in the Dark,Social and Environmental Accounting & Ethical Issues in Accounting,"Ionela Andreicovici, Nava Cohen, Alessandro Ghio, Luc Paugam"
292,4.76955,9.810441,2025,Lost in translation: accounting and the construction of net-zero emissions,Social and Environmental Accounting & Ethical Issues in Accounting,"Elena Carrión, Carlos Larrinaga"
293,4.7653456,9.820693,2025,The Role of National Carbon Budgets in Accounting for Climate Change,Social and Environmental Accounting & Ethical Issues in Accounting,"Rebecca Maughan, Aideen O’dochartaigh, Anna Pringle"
294,3.9734268,9.357946,2025,Measuring the Unmeasurable: Challenges and Pathways in Biodiversity Accounting,Social and Environmental Accounting & Ethical Issues in Accounting,"Eva-Maria Öhlinger, Othmar Lehner"
295,2.224868,8.089962,2025,Is ESG performance influenced by CEO features in the energy sector? Female directors on board as moderator,Financial Reporting,"Maria Consuelo Pucheta-Martinez, Inmaculada Bel-Oms, Isabel Gallego-Álvarez"
296,3.5267699,8.334971,2025,Stakeholder impact on Corporate Digital Responsibility reporting,Financial Reporting,Ewelina Zarzycka
297,3.3433769,9.194514,2025,The breadth of sustainability assurance statement and decoupling practices: Do controversies matter?,Financial Reporting,"Najib Bwanika, Florence Depoers, Lionel Touchais"
298,3.324199,9.125301,2025,Statutory Auditors as Providers of Mandatory Sustainability Reporting Assurance under the Corporate Sustainability Reporting Directive: Insights from Instituti,Financial Reporting,"Joanna Krasodomska, Ewelina Zarzycka"
299,3.7857554,7.8770175,2025,The Role of Competitor Reporting in ESG Greenwashing,Financial Reporting,"YangYoude, Bakr Al-Gamrh, Fei Jinhua, Xu Guanghua"
300,5.846108,7.5759974,2025,"Exploring Environmental, Social, and Governance Disclosure on Social Media: The Role of Cultural Dimensions",Financial Reporting,"Giuseppe Nicolò, Lukasz Bryl, Diana Ferullo"
301,4.647079,6.332132,2025,Drivers of Circular Economy Disclosure in the Banking Industry: European Evidence,Financial Reporting,"Nicola Raimo, Vitiana L’abate, Ilenia Fraccalvieri, FilippoVitolla, Candida Bussoli"
302,3.3227956,8.729294,2025,SDG Reporting and Sustainability Performance: Insights from Italian Companies,Financial Reporting,"Valentina Beretta, Maria Chiara Demartini, Sara Trucco"
303,4.954924,4.167738,2025,Do PRI Signatories Exhibit Better Readability in CSR Reports?,Financial Reporting,"Maria Del Mar Sanchez Hernandez, Jennifer Martinez Ferrero, Emma García-Meca, M. Camino Ramon-Llorens"
304,3.336563,2.8986816,2025,Determinants of corporate environmental taxes: Country-level empirical evidence,Financial Reporting,"Lukas Schmidt, MariusWeiß, Andreas Seebeck"
305,3.027178,6.4822145,2025,Executive Compensation and Corporate Irresponsibility: Evidence from the United States,Financial Reporting,Philipp Richter
306,2.9016838,8.341132,2025,Do Board Sustainability Committees Contribute to Firm-Level CSR Outcomes? The Role of Sustainability Committee Characteristics and Governance Mechanisms,Social and Environmental Accounting & Ethical Issues in Accounting,"Jyotirmoy Podder, Abdus Sobhan, Amitav Saha, Sudipta Bose"
307,6.280988,6.7341127,2025,"Eponymy, Reputation, and ESG Reporting in Private Family Firms",Social and Environmental Accounting & Ethical Issues in Accounting,"Annalisa Prencipe, Gianfranco Siciliano, Alessandro Minichilli, Valentino D’angelo, Olivia Askheim"
308,3.777458,6.4228363,2025,Do Managers Invest in Stakeholder Relationships to Insure against Personal Fallout? Evidence from Clawback Provisions,Social and Environmental Accounting & Ethical Issues in Accounting,"Joonil Lee, Peter Oh, Patrick Ryu, Jingjing Zhang"
309,3.1968093,8.54265,2025,Influential Chief Sustainability Officer and Corporate Social Responsibility Performance,Social and Environmental Accounting & Ethical Issues in Accounting,Eunice Khoo
310,3.4278731,9.077096,2025,Heterogeneous sustainability impacts through actions directed at primary and secondary stakeholders,Social and Environmental Accounting & Ethical Issues in Accounting,"Paul Griffin, Florian Habermann"
311,3.1898017,8.443546,2025,"Do Reputation and Performance Visibility Shape Corporate Environmental, Social, and Governance Outcomes?",Social and Environmental Accounting & Ethical Issues in Accounting,"Marvin Nipper, Kevin Munch, Ivy Munoko"
312,6.453409,6.821535,2025,The Peer Effect and Benchmark Effect of Information Disclosure: Evidence from Corporate Social Responsibility Information Disclosure,Social and Environmental Accounting & Ethical Issues in Accounting,"Yuan-Tang Tsai, Teng-Shih Wang, Yi-Hsing Liao"
313,2.4555633,3.8443048,2025,Real effects of the introduction of the EU Whistleblowing Directive on Private sector: Evidence from Europe,Social and Environmental Accounting & Ethical Issues in Accounting,"Jovana Radenkovic, Ruiwen Liu"
314,3.9090967,8.637862,2025,Sustainability-Linked Bonds Crisis: Will the label survive?,Social and Environmental Accounting & Ethical Issues in Accounting,"Verena Braun, Patricia Ruffing-Straube"
315,6.3399577,7.2587576,2025,Double Materiality as a Driver of Real Effects: Evidence from the European Union’s Non-Financial Disclosure Directive,Social and Environmental Accounting & Ethical Issues in Accounting,"Peter Fiechter, Florian Habermann, Gaia Melloni, Arianna Pisciella"
316,3.167048,7.6485896,2025,Reporting for change: Does the adoption of double materiality influence ESG risk management?,Social and Environmental Accounting & Ethical Issues in Accounting,"Silvia Panfilo, Francesco Scarpa, Nicolas Canestraro"
317,3.3095398,9.305203,2025,Challenges of double materiality: content analysis of comment letters on the European Sustainability Reporting Standard Exposure Draft Consultation,Social and Environmental Accounting & Ethical Issues in Accounting,"Mahsa Ghorbanijazin, Jennifer Boutant Lapeyre, Isabelle Martinez"
318,3.59004,8.52131,2025,Are CEOs enhancing corporate social responsibility reporting in the oil and gas sector? A multi-method analysis on thematic manipulation,Social and Environmental Accounting & Ethical Issues in Accounting,"Miguel Pombinho, Ana Fialho Silva, Andreia Dionísio"
319,4.240144,9.369315,2025,Shaping International Sustainability Standards: An Analysis of Lobbying Effects on the IFRS S2,Social and Environmental Accounting & Ethical Issues in Accounting,Eric Heyden
320,4.1462693,9.380331,2025,Do Board Sustainable Development Committees Matter to Carbon Emission Reporting Quality?,Social and Environmental Accounting & Ethical Issues in Accounting,"Shu-Miao Lai, Chih-Liang Liu"
321,2.3512974,4.096414,2025,Who Blows and Why? A Mediation Model from Accountants’ Locus of Control to Whistleblowing,Social and Environmental Accounting & Ethical Issues in Accounting,"Meng Bai, He Zhang, Junrui Zhang, George Lan, Yang Su"
322,5.063463,4.4475493,2025,The Moderating Role of Earnings Pressure on the Relationship of CSR Performance and Earnings Management,Social and Environmental Accounting & Ethical Issues in Accounting,"Ann Kristin Meyer, Andreas Dutzi"
323,4.4397354,4.912336,2025,Alignment with and eligibility to the EU Taxonomy: a new index for its measurement and the impact on the cost of debt,Public Sector Accounting & Not-For-Profit Accounting,"Fabio Rizzato, Simona Fiandrino, Alberto Tonelli, Giorgia La Barbera, Alain Devalle"
324,3.0799184,3.9175892,2025,Shadow Accounts in Action: Challenging and Reinforcing Hegemony in China’s Governance Regime,Accounting and Governance,Dan Shen
325,0.9238731,5.5934186,2025,Exploring Knowledge Management Systems in Exponential Organizations: insights from Non-Financial Reporting practices,Financial Reporting,"Paolo Biancone, Federico Lanzalonga, Ginevra Degregori"
326,4.7333145,9.78913,2025,Exploring the landscape of carbon accounting: Insights from a literature review and pathways for future research,Social and Environmental Accounting & Ethical Issues in Accounting,"Juliette Senn, Sarah Maire, Sophie Spring"
327,5.361549,2.8321185,2025,Examining the paradox between CSR practices in audit firms and their impact on audit quality and reputation,Accounting and Governance,Di Min
328,5.3620768,8.308529,2025,"""If Not Certain Be Vague"": How Uncertainty about Investors’ Preferences Shapes Voluntary Climate-Change Disclosure",Social and Environmental Accounting & Ethical Issues in Accounting,"Giulia Sargiacomo, Ole-Kristian Hope"
329,5.383527,8.870415,2025,Climate Disclosures and Decarbonization along the Supply Chain,Social and Environmental Accounting & Ethical Issues in Accounting,"Igor Kadach, Pietro Bonetti, Gaizka Ormazabal, Ellen En"
330,5.2611737,8.594633,2025,"Soft law, hard results: The impact of government climate action plans on investor attention",Social and Environmental Accounting & Ethical Issues in Accounting,Wei Li
331,3.595029,8.726475,2025,Equity Market Reactions to the Adoption of the Corporate Sustainability Reporting Directive,Social and Environmental Accounting & Ethical Issues in Accounting,Nicolas Frenzel
332,5.516301,8.126945,2025,Net Zero Emission Target Adoption as Market Signal: How Investors Screen Target Adoption,Social and Environmental Accounting & Ethical Issues in Accounting,"Shah Md Taha Islam, Michaela Rankin, Mehdi Khedmati"
333,2.9515748,5.52695,2025,Within-Firm Information Inequality and Employee Wage Disparity,Management Accounting,"Yuqing Zhou, Yifan Jia"
334,4.9334254,8.490886,2025,When Disaster Strikes: How Climate Events Influence Employment Preferences,Social and Environmental Accounting & Ethical Issues in Accounting,"Yiyuan Wang, Yuqing Zhou, Yue Zheng, Allen Huang"
335,3.1254785,5.9932175,2025,"Good for Shareholders, Bad for Stakeholders? An Unintended Consequence of Say-on-Pay Laws on Employee-Related Policies",Accounting and Governance,Yiye Liu
336,2.9080768,7.388594,2025,The Paradox of Creative Culture: Financial Gains at the Cost of ESG Performance,Social and Environmental Accounting & Ethical Issues in Accounting,Xue Emma Chen
337,3.4944599,4.501577,2025,The Role of Private Anti-Corruption Reporting in Corporate Accountability,Social and Environmental Accounting & Ethical Issues in Accounting,Natalia Berg
338,5.083884,8.869427,2025,From Comments to Policy: Insights from GPT Analysis of Public Sentiment on SEC’s Climate Disclosure Rules,Social and Environmental Accounting & Ethical Issues in Accounting,"Kostas Pappas, Alice Liang Xu"
339,4.418136,6.6624923,2025,Shareholder Gains or Integration Strains? The Social Trade-offs in Acquisitions,Social and Environmental Accounting & Ethical Issues in Accounting,"Alexander Sigg, Thomas Berndt"
340,3.8420165,8.02568,2025,The effect of digital transformation on corporate greenwashing: from the perspective of management myopia,Social and Environmental Accounting & Ethical Issues in Accounting,"Zhen Huang, Jing Zhang"
341,4.8261576,9.6807995,2025,Carbon-washing and family ownership: Global insights into sustainability hypocrisy,Social and Environmental Accounting & Ethical Issues in Accounting,"Ella (Guangxin) Xu, Joey Yang, Yuan Shan"
342,6.486619,6.933831,2025,Social information matters—An empirical analysis of disaggregated GRI disclosures,Social and Environmental Accounting & Ethical Issues in Accounting,"Andreas Weyer, Thomas Berndt"
343,4.753234,9.837418,2025,Calculating emissions: Challenges and different perceptions in carbon accounting,Social and Environmental Accounting & Ethical Issues in Accounting,"Chiara Crovini, Frederik Zachariassen, Sirle Bürkland"
344,4.20976,9.073778,2025,Disclosure quality of Sustainable Development Goals: A value relevance approach in the European context,Social and Environmental Accounting & Ethical Issues in Accounting,"Gianluca Gabrielli, Pier Luigi Marchini, Dalila Baldini"
345,4.9420314,4.1899796,2025,The Level of CSR Reporting of Private Firms,Social and Environmental Accounting & Ethical Issues in Accounting,"Paula Stanka, Matthias Nienaber"
346,4.775132,8.67702,2025,Integration of Sustainability Concerns into Management Systems and Climate Change-Induced Financial Risk Disclosures,Social and Environmental Accounting & Ethical Issues in Accounting,"Siqi Liu, Cristiana Bernardi, Andrew Stark"
347,3.262611,8.55638,2025,Transitioning to Integrated Reporting: A Case Study of BMW from the Institutional Logics Perspective,Social and Environmental Accounting & Ethical Issues in Accounting,"Nils Ulrich Kneußel, Thomas Fischer, Jonas Albers, Dominik Zink"
348,5.9090223,6.0120063,2025,Narratives contextualizing numeric disclosures: Insights from earnings calls,Financial Analysis,"Imelda Taraj, Ranik Wahlstrøm"
349,6.508293,6.68494,2025,Information Asymmetry and Disclosure: Evidence from Uncertainties,Financial Analysis,Kangkang Cao
350,6.5781436,5.5810504,2025,Earnings Conference Calls and Investor Disagreement: The Effect of Heterogeneity in Participating Analysts’ Information Acquisition Focus,Financial Analysis,"Fani Kalogirou, Mari Paananen, Imelda Taraj"
351,4.5984025,4.828235,2025,The Rise of Net Debt Covenants,Financial Analysis,Oliver Binz
352,2.666247,6.382707,2025,Strategic Alignment of Accounting Performance Measures: Evidence from Earnouts,Financial Analysis,"Cecilia Wei Hu, Sunyoung Kim"
353,2.8483088,5.6730304,2025,Perception Shapes Reality: Firms’ Proactive Pay Adjustments,Financial Analysis,"Zhi Li, Peng Qiyuan, Lingling Wang"
354,6.719356,5.7059026,2025,When Roots Bond: The Effect of Surname Sharing on Analyst Team Performance,Financial Analysis,Chunyu Zu
355,6.698449,5.7075977,2025,Health constraints and analysts’ strategic substitution in the research production,Financial Analysis,"Yang Wang, Pawel Bilinski, Hui Xu"
356,1.7583462,8.080485,2025,Fertility Policy and Female Analysts: Consequences and Remedies,Financial Analysis,"Weixing Cai, Yuqi Pu, Cheng Zeng, Jing Zhao"
357,4.20135,5.112101,2025,Competing with earnout provisions: Do financial advisors reduce the need for earnouts?,Financial Analysis,"Luca Viarengo, Leonidas Barbopoulos, Carlo D’augusta"
358,5.425683,8.667241,2025,Backlog orders and weather suspensions: New evidences from procurement contracts,Financial Analysis,"Riccardo Camboni, Andrea Bafundi, Camilla Ciappei, Claudia Imperatore"
359,1.4055381,3.5360603,2025,Does IFRS Adoption Affect Perceived Financial Reporting Quality? Evidence from International Surveys,Financial Reporting,"Kirstin Becker, Bjørn Jørgensen"
360,5.6418185,6.496374,2025,SEC Comment Letters and the Statement of Cash Flows: A Double-Edged Sword in Regulatory Oversight,Financial Analysis,"Davide Arrighi, Andreas Charitou"
361,5.4701614,3.3949783,2025,Labor misconduct and M&A Performance,Financial Analysis,Khadija Almaghrabi
362,4.3815284,7.172083,2025,The risk relevance of restructuring,Financial Analysis,Vivek Raval
363,5.2964725,7.397076,2025,Impact of Stringent Regulation on the Ratings Market: Evidence from the Death of a Rating Agency,Financial Analysis,Sriniwas Mahapatro
364,5.971904,6.557115,2025,The Impact of M&A Transactions on Acquiring Firm Voluntary Disclosure,Financial Analysis,"Todd Kravet, Sarah Mcvay, James Warren"
365,4.4375515,7.5480623,2025,Capital Market-related Agglomeration Spillovers: Evidence from Million Dollar Plant Expansions,Financial Analysis,"Yuxiang Zheng, Yongoh Roh, Yaping Zheng, Dawn Matsumoto"
366,5.524932,3.8371303,2025,Is the whole more than the sum of its parts? Underpricing and long-run IPO performance,Financial Analysis,"Andreas Charitou, Irene Karamanou, Gerald Lobo, George Loizides"
367,6.280081,6.7186427,2025,Asymmetric Disclosure Patterns in the Presence of Common Ownership,Financial Analysis,"Tom Kubick, Yijun Li, Taylor Paskett"
368,6.8790336,5.2202764,2025,Industry (un)relatedness and analyst forecasts,Financial Analysis,"Baptiste Colas, Encarna Guillamon Saorin, Nikolaos Floropoulos"
369,2.5606058,5.5868387,2025,Risk-Based Peer Selection in Fairness Opinions,Financial Analysis,"Patrick Vorst, Benjamin Noordermeer"
370,4.994464,7.395739,2025,Firm Locations and Market Reactions to Regional Shocks: Insight from Brexit Referendum,Financial Reporting,"Zifeng Feng, Rose Neng Lai, Zongyuan Li"
371,6.4903436,6.415667,2025,Information Crosschecking: Are Investors Bound to Their Priors?,Financial Reporting,"Noga Abraham, Shai Levi, Eti Einhorn"
372,6.41681,7.0503306,2025,Active Engagement or Information Displacement: The Global Impacts of Mandatory Non-Financial Disclosure,Financial Analysis,"Qiyu Zhang, Lu Li, Ding Chen, Jun Gu"
373,5.4507785,5.8786645,2025,A few ratios do not tell the whole story: financial statements informativeness evolution and bankruptcy predictions,Financial Analysis,"Francois Larmande, Marc Bourmont, Wenbin Cao, Pierre Six, JeromeVerny"
374,3.1266294,6.340796,2025,"CEO Overconfidence, Asset Growth and the Cross-Section of Stock Returns",Financial Analysis,"Lydia Diamantopoulou, Andreas Charitou, Georgios Papanastasopoulos"
375,4.5581136,5.664661,2025,Unlocking Financing Opportunities: The Impact of the ELITE Program on SMEs’Financing,Financial Analysis,"Giorgio Ricciardi, Nicola Moscariello, Antonio Meles, Pietro Fera, Lugi Raffaele Pellegrino"
376,4.4340496,5.458472,2025,The Role of Financial Constraints on M&A Financing with Earnouts Contracts,Financial Analysis,"Leonidas Barbopoulos, Jo Danbolt, Sarah Nechbaoui"
377,3.9038353,5.412628,2025,Positive Externalities of Accounting Standard Change: The Case of CECL Adoption,Financial Analysis,"Xiao Liu, Konduru Sivaramakrishnan, Hailey Ballew"
378,4.133569,4.9772797,2025,Hidden Weaknesses: The Role of Unrealized Losses in Monetary Policy Transmission,Financial Analysis,"Antonio DeVito, Benedikt Kagerer, Cosimo Pancaro, Alessio Reghezza"
379,6.8903337,5.5437236,2025,Do Analysts Learn from the News Media? Evidence from a Natural Experiment,Financial Analysis,"Somnath Das, Rong (Irene) Zhong"
380,6.8785486,5.594423,2025,Opposites Attract and Likes Repel: Social Media Assimilation Effects in Analysts,Financial Analysis,"Duo (Selina) Pei, Yifei Chen"
381,5.535212,9.012592,2025,Blockchain-Induced Supply Chain Transparency and Firm Performance: The Role of Capacity Utilization,Financial Analysis,"Jedson Pinto, Shinwoo Lee, Daniel Rabetti, Gil Sadka"
382,4.4964933,7.9297647,2025,"The role of Environmental, Social, and Governance (ESG) in credit rating revisions during the Covid-19 pandemic",Financial Analysis,"Cintia Meireles Urbina, Tatiana Albanez, Lucas Barros, Xiaohong Huang, Laura Spierdijk"
383,3.9404137,8.803946,2025,Corporate Environmental Responsibility and Cost of Equity Capital—A Meta-Analytical Review,Financial Analysis,"RobertWitte, Ewald Aschauer, Helmut Pernsteiner"
384,6.6821156,5.133645,2025,Natural Disasters and Financial Analysts: The Impact of Hurricanes on Earnings Forecasts,Financial Analysis,"Hui Zhou, Yuting Ning"
385,6.5855975,5.197965,2025,Analysts Prediction of Manipulated and Unmanipulated Earnings: the case of AAERSs firms,Financial Analysis,"Franck Missonier-Piera, DianaVazquez Espinosa, Francois Aubert"
386,4.4753137,6.562922,2025,Mitigating Acquisition Risk: The Critical Role of Indemnification during Merger Contracting,Financial Analysis,"Disen Albrecht, Audra Boone, Patrick Hopkins"
387,4.111628,7.010524,2025,Does political connection influence corporate innovation?,Financial Analysis,"Ann Ling-Ching Chan, Stephanie Tsui, Francesca Hsu, KyunghwaYu"
388,3.1955183,5.818483,2025,Where Is the Benefit in Benefit Corporations? Evidence from Staggered Implementation of the Benefit Corporation Laws in the US,Financial Analysis,"Laura Ferraro, Devendra Kale, Arati Kale"
389,4.2060447,4.9532757,2025,"EU Taxonomy Eligibility: Implications in Terms of ESG, Financial Performance and Market Preferences",Financial Analysis,
390,5.3100142,8.592698,2025,The Impact of Climate Change on the Performance of Agricultural Companies Worldwide,Financial Reporting,"Francisca Pardo, Karen Serrano, Ana Ibáñez, José Farinós"
391,4.1470037,4.927172,2025,Lost (and Found) in Translation: Using Operational Efficiency to Explain the Predictiveness of Accumulated Foreign Currency Translation Adjustments,Financial Reporting,"Sarah Noor, Sam Tiras, Fabio Moraes Da Costa"
392,4.3585033,4.2926803,2025,The effect of ASC 606 on management forecasts: a lesson for principles-based accounting standard,Financial Analysis,"Kyungran Lee, Yue Chen, Michael Kimbrough, Shinwoo Lee"
393,6.814734,5.4458737,2025,Does Analysts’ Forward-looking Information Affect Stock Price Synchronicity? A Textual Analysis Based on Analyst Reports,Financial Analysis,Yufan Chang
394,6.8068867,5.161664,2025,Analysts’ Forecasting Models and Uncertainty About the Past,Financial Analysis,"Tzachi Zach, Min Park"
395,6.521177,6.599431,2025,How does information content in firms reports affect information asymmetry?,Financial Analysis,"Christopher Von Koch, Micael Jönsson, Ola Nilsson, Tova Gunnarsson, Annie Hallengren"
396,6.029354,7.2408047,2025,Doing Good or Mitigating Bad? How Sustainable Fund Disclosure Frames Influence Retail Investors,Social and Environmental Accounting & Ethical Issues in Accounting,Joseph Johnson
397,3.6049247,7.526139,2025,Let’s talk ESG—The extent and form of ESG disclosures in conference calls,Social and Environmental Accounting & Ethical Issues in Accounting,"Jordi Louis Geuken, Jonas Ewertz, Matthias Nienaber"
398,3.7902427,5.2978,2025,Economic Policy Uncertainty and Profitability of Healthcare Institutions: Evidence from General Hospitals in Korea,Accounting and Governance,"Kwang Hwa Jeong, Hongmin Chun"
399,5.5171795,3.500003,2025,Cutting the Long Story Short: Activist Short Sellers and the Detection of Financial Misconduct,Accounting and Governance,"Apostolos Ballas, Demetrios Zacharakis"
400,5.123228,8.430815,2025,Does Climate Change Awareness Influence Conditional Conservatism? Evidence from the U.S.,Financial Analysis,"Lei Zhang, Kiridaran Kanagaretnam"
401,4.135764,6.838097,2025,Understand firm-level social exposure,Financial Analysis,Mingyang Liu
402,5.6141605,5.723054,2025,Do Investors Understand Firms’ Market Risk Disclosures? The Effect of Risk Format and Uncertainty on Investment Willingness,Financial Analysis,Alessandro Cortese
403,2.0684407,4.5525427,2025,The informativeness of accounting policy changes: European Evidence,Financial Analysis,"Georgia Siougle, Olga Chara Pavlopoulou"
404,1.4776618,3.6661227,2025,Determinants of hedge accounting policy choice: IAS 39 versus IFRS 9,Financial Analysis,"Ana Morais, Ines Pinto, Daniela Penela"
405,5.2294416,6.3119726,2025,Broker-Hosted Credit Conferences,Financial Analysis,"Derrald Stice, Zhongwen Fan, Xiao Zhang, Christopher Williams"
406,4.770337,6.254297,2025,Conflict of Interests and Informed Trading in Universal Banks,Financial Analysis,"Rainer Haselmann, Christian Leuz, Sebastian Schreiber"
407,4.658974,7.6432323,2025,The Asymmetric Relation between DuPont Components and Future Performance,Financial Analysis,Benjamin Noordermeer
